timestamps,TP9,AF7,AF8,TP10,Right AUX
2024-06-20 17:33:28.265,-767.578125,-781.73828125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.269,197.265625,209.9609375,-357.91015625,-423.828125,0.0
2024-06-20 17:33:28.273,-1000.0,-1000.0,-849.609375,-875.0,0.0
2024-06-20 17:33:28.277,-275.87890625,-275.87890625,384.27734375,495.1171875,0.0
2024-06-20 17:33:28.281,-809.5703125,-816.40625,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.285,398.4375,472.65625,-819.3359375,-894.53125,0.0
2024-06-20 17:33:28.289,-1000.0,-1000.0,748.53515625,646.97265625,0.0
2024-06-20 17:33:28.293,-465.33203125,-554.19921875,884.765625,-982.91015625,0.0
2024-06-20 17:33:28.296,-951.66015625,990.72265625,-635.25390625,-458.984375,0.0
2024-06-20 17:33:28.300,869.140625,949.70703125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.304,-679.6875,-524.4140625,77.1484375,0.0,0.0
2024-06-20 17:33:28.308,-985.3515625,-1000.0,-812.01171875,-795.41015625,0.0
2024-06-20 17:33:28.312,531.73828125,315.91796875,-2.9296875,119.140625,0.0
2024-06-20 17:33:28.316,-810.05859375,-781.73828125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.320,-21.97265625,83.49609375,-241.2109375,-253.90625,0.0
2024-06-20 17:33:28.324,-1000.0,-1000.0,-822.265625,-817.3828125,0.0
2024-06-20 17:33:28.328,-88.8671875,-208.0078125,237.3046875,238.28125,0.0
2024-06-20 17:33:28.332,-777.34375,-793.9453125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.336,208.0078125,236.81640625,-436.03515625,-513.18359375,0.0
2024-06-20 17:33:28.339,-1000.0,-1000.0,-885.25390625,-924.8046875,0.0
2024-06-20 17:33:28.343,-276.85546875,-277.34375,502.44140625,599.609375,0.0
2024-06-20 17:33:28.347,-819.82421875,-827.63671875,-1000.0,-973.14453125,0.0
2024-06-20 17:33:28.351,502.44140625,567.87109375,-935.05859375,-1000.0,0.0
2024-06-20 17:33:28.355,-1000.0,-1000.0,588.8671875,455.078125,0.0
2024-06-20 17:33:28.359,-570.3125,-729.98046875,992.67578125,-876.953125,0.0
2024-06-20 17:33:28.363,974.12109375,830.078125,-475.5859375,-274.4140625,0.0
2024-06-20 17:33:28.367,986.328125,-921.875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.371,-470.21484375,-314.94140625,-57.6171875,-138.18359375,0.0
2024-06-20 17:33:28.375,-1000.0,-1000.0,-813.4765625,-809.08203125,0.0
2024-06-20 17:33:28.379,309.08203125,123.53515625,101.07421875,207.51953125,0.0
2024-06-20 17:33:28.382,-778.3203125,-767.08984375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.386,111.81640625,192.87109375,-255.37109375,-269.04296875,0.0
2024-06-20 17:33:28.390,-1000.0,-1000.0,-805.17578125,-799.31640625,0.0
2024-06-20 17:33:28.394,-200.68359375,-252.9296875,222.65625,255.859375,0.0
2024-06-20 17:33:28.398,-851.5625,-859.86328125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.402,133.30078125,205.56640625,-369.62890625,-438.4765625,0.0
2024-06-20 17:33:28.406,-1000.0,-1000.0,-967.28515625,980.46875,0.0
2024-06-20 17:33:28.410,-274.90234375,-383.30078125,591.796875,720.21484375,0.0
2024-06-20 17:33:28.414,-835.44921875,-889.16015625,-941.89453125,-826.171875,0.0
2024-06-20 17:33:28.418,598.14453125,704.1015625,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.421,-1000.0,-878.90625,380.859375,250.9765625,0.0
2024-06-20 17:33:28.425,-691.89453125,-923.828125,-904.296875,-821.2890625,0.0
2024-06-20 17:33:28.429,863.76953125,582.03125,-305.17578125,-135.25390625,0.0
2024-06-20 17:33:28.433,-896.484375,-828.125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.437,-247.55859375,-86.9140625,-137.6953125,-216.796875,0.0
2024-06-20 17:33:28.441,-1000.0,-1000.0,-816.40625,-821.77734375,0.0
2024-06-20 17:33:28.445,136.71875,-44.921875,172.36328125,232.421875,0.0
2024-06-20 17:33:28.449,-763.671875,-774.90234375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.453,188.96484375,205.078125,-290.0390625,-320.80078125,0.0
2024-06-20 17:33:28.457,-1000.0,-1000.0,-827.1484375,-832.03125,0.0
2024-06-20 17:33:28.461,-271.97265625,-273.4375,314.453125,391.6015625,0.0
2024-06-20 17:33:28.464,-803.7109375,-809.5703125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.468,297.8515625,378.41796875,-689.94140625,-759.27734375,0.0
2024-06-20 17:33:28.472,-1000.0,-1000.0,917.96875,839.84375,0.0
2024-06-20 17:33:28.476,-364.74609375,-493.1640625,736.328125,878.41796875,0.0
2024-06-20 17:33:28.480,-888.18359375,-978.02734375,-808.10546875,-649.4140625,0.0
2024-06-20 17:33:28.484,741.2109375,898.92578125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.488,-866.69921875,-642.578125,209.9609375,113.28125,0.0
2024-06-20 17:33:28.492,-843.75,-995.60546875,-835.44921875,-798.828125,0.0
2024-06-20 17:33:28.496,709.47265625,520.01953125,-125.48828125,9.27734375,0.0
2024-06-20 17:33:28.500,-850.09765625,-811.5234375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.504,-134.27734375,-25.87890625,-212.890625,-242.67578125,0.0
2024-06-20 17:33:28.507,-1000.0,-1000.0,-822.265625,-821.2890625,0.0
2024-06-20 17:33:28.511,14.16015625,-122.55859375,223.6328125,237.79296875,0.0
2024-06-20 17:33:28.515,-769.53125,-784.66796875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.519,199.21875,212.890625,-365.234375,-431.15234375,0.0
2024-06-20 17:33:28.523,-1000.0,-1000.0,-854.00390625,-880.37109375,0.0
2024-06-20 17:33:28.527,-275.87890625,-275.87890625,421.38671875,520.5078125,0.0
2024-06-20 17:33:28.531,-810.546875,-818.359375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.535,410.15625,488.76953125,-821.77734375,-899.4140625,0.0
2024-06-20 17:33:28.539,-1000.0,-1000.0,750.0,638.671875,0.0
2024-06-20 17:33:28.543,-471.6796875,-588.37890625,900.390625,-962.890625,0.0
2024-06-20 17:33:28.546,-955.078125,978.02734375,-607.421875,-421.38671875,0.0
2024-06-20 17:33:28.550,875.0,941.40625,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.554,-662.59765625,-535.15625,63.96484375,-12.20703125,0.0
2024-06-20 17:33:28.558,-1000.0,-1000.0,-809.5703125,-794.43359375,0.0
2024-06-20 17:33:28.562,498.046875,284.1796875,15.625,135.7421875,0.0
2024-06-20 17:33:28.566,-807.6171875,-784.66796875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.570,-31.25,16.6015625,-243.1640625,-255.859375,0.0
2024-06-20 17:33:28.574,-1000.0,-1000.0,-822.265625,-816.89453125,0.0
2024-06-20 17:33:28.578,-94.7265625,-159.1796875,238.28125,238.28125,0.0
2024-06-20 17:33:28.582,-779.296875,-790.52734375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.586,208.984375,217.7734375,-463.37890625,-532.71484375,0.0
2024-06-20 17:33:28.589,-1000.0,-1000.0,-897.4609375,-935.05859375,0.0
2024-06-20 17:33:28.593,-276.85546875,-297.36328125,495.1171875,602.5390625,0.0
2024-06-20 17:33:28.597,-820.80078125,-837.40234375,-1000.0,-969.7265625,0.0
2024-06-20 17:33:28.601,510.7421875,578.125,-949.21875,-1000.0,0.0
2024-06-20 17:33:28.605,-1000.0,-1000.0,554.19921875,424.8046875,0.0
2024-06-20 17:33:28.609,-590.33203125,-740.72265625,-984.375,-864.74609375,0.0
2024-06-20 17:33:28.613,957.03125,789.0625,-450.68359375,-253.90625,0.0
2024-06-20 17:33:28.617,-992.67578125,-864.74609375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.621,-443.359375,-197.75390625,-38.57421875,-120.1171875,0.0
2024-06-20 17:33:28.625,-1000.0,-1000.0,-804.6875,-802.24609375,0.0
2024-06-20 17:33:28.629,309.08203125,173.828125,126.46484375,217.28515625,0.0
2024-06-20 17:33:28.632,-776.85546875,-759.27734375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.636,123.53515625,186.5234375,-255.859375,-268.06640625,0.0
2024-06-20 17:33:28.640,-1000.0,-1000.0,-817.87109375,-812.98828125,0.0
2024-06-20 17:33:28.644,-227.05078125,-271.97265625,264.16015625,301.7578125,0.0
2024-06-20 17:33:28.648,-795.8984375,-804.19921875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.652,221.6796875,296.875,-563.4765625,-626.953125,0.0
2024-06-20 17:33:28.656,-1000.0,-1000.0,-963.8671875,988.28125,0.0
2024-06-20 17:33:28.660,-274.4140625,-382.32421875,628.90625,748.53515625,0.0
2024-06-20 17:33:28.664,-833.984375,-904.78515625,-919.921875,-802.24609375,0.0
2024-06-20 17:33:28.668,606.93359375,768.5546875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.671,-1000.0,-784.66796875,378.90625,243.1640625,0.0
2024-06-20 17:33:28.675,-716.30859375,-979.00390625,-900.390625,-819.82421875,0.0
2024-06-20 17:33:28.679,838.8671875,536.62109375,-294.921875,-124.51171875,0.0
2024-06-20 17:33:28.683,-891.6015625,-833.0078125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.687,-239.74609375,-135.25390625,-161.1328125,-229.98046875,0.0
2024-06-20 17:33:28.691,-1000.0,-1000.0,-820.80078125,-824.70703125,0.0
2024-06-20 17:33:28.695,121.09375,-73.2421875,178.22265625,234.375,0.0
2024-06-20 17:33:28.699,-764.6484375,-784.1796875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.703,190.4296875,209.47265625,-292.96875,-327.1484375,0.0
2024-06-20 17:33:28.707,-1000.0,-1000.0,-828.125,-834.9609375,0.0
2024-06-20 17:33:28.711,-272.4609375,-273.4375,336.9140625,416.9921875,0.0
2024-06-20 17:33:28.714,-803.7109375,-810.05859375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.718,309.5703125,389.6484375,-705.56640625,-771.97265625,0.0
2024-06-20 17:33:28.722,-1000.0,-1000.0,900.87890625,823.2421875,0.0
2024-06-20 17:33:28.726,-369.62890625,-501.953125,762.20703125,903.3203125,0.0
2024-06-20 17:33:28.730,-891.11328125,-967.28515625,-777.83203125,-611.81640625,0.0
2024-06-20 17:33:28.734,751.46484375,858.88671875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.738,-844.7265625,-670.41015625,193.359375,96.19140625,0.0
2024-06-20 17:33:28.742,-877.44140625,-1000.0,-836.9140625,-800.78125,0.0
2024-06-20 17:33:28.746,665.0390625,410.15625,-130.859375,5.37109375,0.0
2024-06-20 17:33:28.750,-839.84375,-795.8984375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.754,-113.28125,-8.7890625,-215.33203125,-241.69921875,0.0
2024-06-20 17:33:28.757,-1000.0,-1000.0,-823.2421875,-822.265625,0.0
2024-06-20 17:33:28.761,3.41796875,-94.23828125,229.00390625,238.28125,0.0
2024-06-20 17:33:28.765,-769.04296875,-776.85546875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.769,199.70703125,208.984375,-378.90625,-443.84765625,0.0
2024-06-20 17:33:28.773,-1000.0,-1000.0,-857.91015625,-883.7890625,0.0
2024-06-20 17:33:28.777,-276.3671875,-276.3671875,402.34375,506.8359375,0.0
2024-06-20 17:33:28.781,-811.03515625,-818.359375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.785,417.48046875,494.140625,-836.42578125,-915.0390625,0.0
2024-06-20 17:33:28.789,-1000.0,-1000.0,719.23828125,601.07421875,0.0
2024-06-20 17:33:28.793,-485.3515625,-574.70703125,917.96875,-941.89453125,0.0
2024-06-20 17:33:28.796,-961.42578125,980.46875,-583.49609375,-386.71875,0.0
2024-06-20 17:33:28.800,881.34765625,958.0078125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.804,-656.73828125,-527.34375,38.57421875,-41.015625,0.0
2024-06-20 17:33:28.808,-1000.0,-1000.0,-807.12890625,-795.8984375,0.0
2024-06-20 17:33:28.812,492.1875,370.60546875,43.9453125,164.55078125,0.0
2024-06-20 17:33:28.816,-808.59375,-805.6640625,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.820,-34.1796875,-54.6875,-246.09375,-259.27734375,0.0
2024-06-20 17:33:28.824,-1000.0,-1000.0,-820.80078125,-815.4296875,0.0
2024-06-20 17:33:28.828,-110.83984375,-210.44921875,237.79296875,237.79296875,0.0
2024-06-20 17:33:28.832,-783.203125,-810.546875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.836,211.42578125,227.5390625,-478.515625,-540.52734375,0.0
2024-06-20 17:33:28.839,-1000.0,-1000.0,-905.76171875,-939.94140625,0.0
2024-06-20 17:33:28.843,-276.85546875,-294.43359375,511.71875,611.81640625,0.0
2024-06-20 17:33:28.847,-821.77734375,-848.14453125,-1000.0,-965.33203125,0.0
2024-06-20 17:33:28.851,521.97265625,635.25390625,-948.73046875,-1000.0,0.0
2024-06-20 17:33:28.855,-1000.0,-990.72265625,546.38671875,415.52734375,0.0
2024-06-20 17:33:28.859,-597.16796875,-730.95703125,-961.42578125,-850.5859375,0.0
2024-06-20 17:33:28.863,948.2421875,825.68359375,-400.390625,-206.0546875,0.0
2024-06-20 17:33:28.867,-977.05078125,-888.18359375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.871,-407.71484375,-231.4453125,-73.73046875,-164.55078125,0.0
2024-06-20 17:33:28.875,-1000.0,-1000.0,-809.5703125,-810.05859375,0.0
2024-06-20 17:33:28.879,279.296875,126.953125,129.8828125,223.14453125,0.0
2024-06-20 17:33:28.882,-773.4375,-762.6953125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.886,139.16015625,189.94140625,-254.8828125,-267.08984375,0.0
2024-06-20 17:33:28.890,-1000.0,-1000.0,-817.87109375,-812.98828125,0.0
2024-06-20 17:33:28.894,-244.140625,-275.390625,263.18359375,300.78125,0.0
2024-06-20 17:33:28.898,-798.828125,-805.6640625,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.902,223.6328125,372.55859375,-552.734375,-625.0,0.0
2024-06-20 17:33:28.906,-1000.0,-1000.0,-953.125,989.74609375,0.0
2024-06-20 17:33:28.910,-273.92578125,-410.64453125,617.1875,746.09375,0.0
2024-06-20 17:33:28.914,-834.47265625,-888.18359375,-917.48046875,-792.96875,0.0
2024-06-20 17:33:28.918,609.375,710.9375,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.921,-1000.0,-857.421875,327.1484375,193.359375,0.0
2024-06-20 17:33:28.925,-729.4921875,-964.35546875,-890.13671875,-815.91796875,0.0
2024-06-20 17:33:28.929,820.80078125,534.1796875,-273.4375,-102.05078125,0.0
2024-06-20 17:33:28.933,-882.8125,-828.61328125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.937,-222.16796875,-120.1171875,-168.9453125,-231.93359375,0.0
2024-06-20 17:33:28.941,-1000.0,-1000.0,-820.80078125,-824.21875,0.0
2024-06-20 17:33:28.945,127.44140625,-48.828125,187.5,234.86328125,0.0
2024-06-20 17:33:28.949,-762.6953125,-778.3203125,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.953,189.453125,206.54296875,-297.36328125,-337.40234375,0.0
2024-06-20 17:33:28.957,-1000.0,-1000.0,-829.1015625,-838.8671875,0.0
2024-06-20 17:33:28.961,-272.94921875,-274.4140625,337.40234375,425.29296875,0.0
2024-06-20 17:33:28.964,-804.19921875,-810.546875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.968,317.87109375,397.94921875,-718.75,-793.9453125,0.0
2024-06-20 17:33:28.972,-1000.0,-1000.0,886.23046875,793.45703125,0.0
2024-06-20 17:33:28.976,-382.8125,-503.90625,770.5078125,918.9453125,0.0
2024-06-20 17:33:28.980,-904.78515625,-997.0703125,-769.53125,-589.84375,0.0
2024-06-20 17:33:28.984,789.55078125,963.8671875,-1000.0,-1000.0,0.0
2024-06-20 17:33:28.988,-849.12109375,-657.2265625,215.33203125,114.2578125,0.0
2024-06-20 17:33:28.992,-762.6953125,-723.6328125,-916.015625,-897.94921875,0.0
2024-06-20 17:33:28.996,826.66015625,867.67578125,-216.796875,-116.2109375,0.0
2024-06-20 17:33:29.000,-861.328125,-868.65234375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.004,-97.16796875,-18.5546875,-225.09765625,-247.0703125,0.0
2024-06-20 17:33:29.007,-1000.0,-1000.0,-824.70703125,-823.73046875,0.0
2024-06-20 17:33:29.011,-9.27734375,-166.50390625,227.5390625,237.79296875,0.0
2024-06-20 17:33:29.015,-769.53125,-795.8984375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.019,200.68359375,219.23828125,-385.7421875,-445.3125,0.0
2024-06-20 17:33:29.023,-1000.0,-1000.0,-861.328125,-885.25390625,0.0
2024-06-20 17:33:29.027,-276.85546875,-274.90234375,414.0625,519.04296875,0.0
2024-06-20 17:33:29.031,-812.01171875,-821.2890625,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.035,431.15234375,524.90234375,-841.30859375,-927.734375,0.0
2024-06-20 17:33:29.039,-1000.0,-1000.0,711.9140625,581.54296875,0.0
2024-06-20 17:33:29.043,-499.0234375,-572.265625,928.22265625,-930.6640625,0.0
2024-06-20 17:33:29.046,-970.21484375,993.65234375,-564.94140625,-365.72265625,0.0
2024-06-20 17:33:29.050,893.06640625,938.96484375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.054,-632.8125,-521.484375,24.4140625,-61.5234375,0.0
2024-06-20 17:33:29.058,-1000.0,-1000.0,-811.03515625,-799.31640625,0.0
2024-06-20 17:33:29.062,452.1484375,248.046875,29.78515625,160.15625,0.0
2024-06-20 17:33:29.066,-797.8515625,-776.85546875,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.070,20.99609375,117.67578125,-243.65234375,-257.8125,0.0
2024-06-20 17:33:29.074,-1000.0,-1000.0,-821.77734375,-815.91796875,0.0
2024-06-20 17:33:29.078,-129.8828125,-248.046875,238.28125,238.28125,0.0
2024-06-20 17:33:29.082,-781.73828125,-801.26953125,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.086,211.9140625,236.328125,-476.5625,-539.0625,0.0
2024-06-20 17:33:29.089,-1000.0,-1000.0,-906.73828125,-942.3828125,0.0
2024-06-20 17:33:29.093,-276.3671875,-273.92578125,525.87890625,623.046875,0.0
2024-06-20 17:33:29.097,-822.75390625,-836.42578125,-1000.0,-939.453125,0.0
2024-06-20 17:33:29.101,525.390625,615.72265625,-977.05078125,-1000.0,0.0
2024-06-20 17:33:29.105,-1000.0,-997.55859375,505.859375,361.81640625,0.0
2024-06-20 17:33:29.109,-615.234375,-755.37109375,-949.21875,-836.9140625,0.0
2024-06-20 17:33:29.113,932.6171875,798.828125,-380.859375,-178.22265625,0.0
2024-06-20 17:33:29.117,-963.37890625,-884.765625,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.121,-379.39453125,-233.88671875,-98.14453125,-184.08203125,0.0
2024-06-20 17:33:29.125,-1000.0,-1000.0,-812.98828125,-813.4765625,0.0
2024-06-20 17:33:29.129,240.234375,108.3984375,139.6484375,225.5859375,0.0
2024-06-20 17:33:29.132,-769.53125,-764.16015625,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.136,156.25,191.40625,-255.37109375,-267.08984375,0.0
2024-06-20 17:33:29.140,-1000.0,-1000.0,-817.87109375,-812.98828125,0.0
2024-06-20 17:33:29.144,-251.953125,-273.4375,266.6015625,309.08203125,0.0
2024-06-20 17:33:29.148,-799.31640625,-803.7109375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.152,224.12109375,330.56640625,-593.75,-649.90234375,0.0
2024-06-20 17:33:29.156,-1000.0,-1000.0,-991.2109375,959.47265625,0.0
2024-06-20 17:33:29.160,-280.2734375,-380.859375,654.296875,784.1796875,0.0
2024-06-20 17:33:29.164,-842.7734375,-897.94921875,-890.625,-748.046875,0.0
2024-06-20 17:33:29.168,632.32421875,764.16015625,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.171,-990.234375,-787.109375,321.77734375,170.41015625,0.0
2024-06-20 17:33:29.175,-750.48828125,-977.05078125,-881.34765625,-812.98828125,0.0
2024-06-20 17:33:29.179,799.8046875,523.92578125,-253.41796875,-86.9140625,0.0
2024-06-20 17:33:29.183,-875.0,-818.359375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.187,-199.21875,-73.73046875,-166.50390625,-232.91015625,0.0
2024-06-20 17:33:29.191,-1000.0,-1000.0,-818.84765625,-823.73046875,0.0
2024-06-20 17:33:29.195,101.5625,-64.94140625,194.82421875,235.3515625,0.0
2024-06-20 17:33:29.199,-763.18359375,-777.34375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.203,191.40625,207.03125,-316.89453125,-348.6328125,0.0
2024-06-20 17:33:29.207,-1000.0,-1000.0,-835.44921875,-842.7734375,0.0
2024-06-20 17:33:29.211,-273.92578125,-274.90234375,342.7734375,436.03515625,0.0
2024-06-20 17:33:29.214,-805.17578125,-812.98828125,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.218,332.03125,431.15234375,-722.16796875,-807.12890625,0.0
2024-06-20 17:33:29.222,-1000.0,-1000.0,875.0,770.01953125,0.0
2024-06-20 17:33:29.226,-411.1328125,-534.66796875,793.45703125,943.359375,0.0
2024-06-20 17:33:29.230,-915.52734375,-987.3046875,-738.76953125,-555.17578125,0.0
2024-06-20 17:33:29.234,789.0625,895.01953125,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.238,-795.8984375,-621.58203125,156.73828125,53.7109375,0.0
2024-06-20 17:33:29.242,-911.62109375,-1000.0,-826.171875,-797.8515625,0.0
2024-06-20 17:33:29.246,623.53515625,395.99609375,-86.9140625,50.78125,0.0
2024-06-20 17:33:29.250,-829.58984375,-798.828125,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.254,-86.9140625,-14.16015625,-225.5859375,-246.09375,0.0
2024-06-20 17:33:29.257,-1000.0,-1000.0,-823.73046875,-819.82421875,0.0
2024-06-20 17:33:29.261,-15.625,-148.4375,232.421875,238.28125,0.0
2024-06-20 17:33:29.265,-769.53125,-789.55078125,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.269,201.171875,216.30859375,-398.92578125,-458.984375,0.0
2024-06-20 17:33:29.273,-1000.0,-1000.0,-867.67578125,-894.53125,0.0
2024-06-20 17:33:29.277,-276.3671875,-275.390625,446.2890625,550.78125,0.0
2024-06-20 17:33:29.281,-812.01171875,-817.3828125,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.285,431.640625,495.1171875,-884.27734375,-972.16796875,0.0
2024-06-20 17:33:29.289,-1000.0,-1000.0,655.2734375,516.6015625,0.0
2024-06-20 17:33:29.293,-504.39453125,-549.8046875,962.40234375,-901.85546875,0.0
2024-06-20 17:33:29.296,-974.609375,-991.69921875,-522.4609375,-323.73046875,0.0
2024-06-20 17:33:29.300,898.92578125,913.0859375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.304,-622.55859375,-554.19921875,1.953125,-78.125,0.0
2024-06-20 17:33:29.308,-1000.0,-1000.0,-810.546875,-799.31640625,0.0
2024-06-20 17:33:29.312,438.4765625,250.0,51.26953125,176.26953125,0.0
2024-06-20 17:33:29.316,-793.45703125,-769.53125,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.320,38.57421875,124.0234375,-246.09375,-260.7421875,0.0
2024-06-20 17:33:29.324,-1000.0,-1000.0,-821.2890625,-815.4296875,0.0
2024-06-20 17:33:29.328,-124.0234375,-138.18359375,246.58203125,254.8828125,0.0
2024-06-20 17:33:29.332,-778.80859375,-775.390625,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.336,210.44921875,211.9140625,-507.32421875,-567.3828125,0.0
2024-06-20 17:33:29.339,-1000.0,-1000.0,-923.33984375,-963.37890625,0.0
2024-06-20 17:33:29.343,-276.85546875,-316.40625,544.43359375,660.64453125,0.0
2024-06-20 17:33:29.347,-825.1953125,-854.98046875,-997.55859375,-900.390625,0.0
2024-06-20 17:33:29.351,541.9921875,637.6953125,-993.65234375,-1000.0,0.0
2024-06-20 17:33:29.355,-1000.0,-973.6328125,486.328125,330.56640625,0.0
2024-06-20 17:33:29.359,-626.46484375,-796.38671875,-950.1953125,-838.37890625,0.0
2024-06-20 17:33:29.363,917.96875,716.796875,-395.5078125,-196.2890625,0.0
2024-06-20 17:33:29.367,-937.5,-837.40234375,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.371,-328.125,-53.7109375,-60.546875,-141.11328125,0.0
2024-06-20 17:33:29.375,-1000.0,-1000.0,-806.640625,-804.6875,0.0
2024-06-20 17:33:29.379,218.26171875,36.1328125,137.6953125,220.703125,0.0
2024-06-20 17:33:29.382,-766.6015625,-760.25390625,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.386,161.1328125,190.91796875,-270.01953125,-287.59765625,0.0
2024-06-20 17:33:29.390,-1000.0,-1000.0,-822.75390625,-819.82421875,0.0
2024-06-20 17:33:29.394,-258.30078125,-272.4609375,277.34375,330.56640625,0.0
2024-06-20 17:33:29.398,-802.24609375,-807.12890625,-1000.0,-1000.0,0.0
2024-06-20 17:33:29.402,227.05078125,337.890625,-614.2578125,-681.640625,0.0
2024-06-20 17:33:29.406,-1000.0,-1000.0,997.55859375,936.03515625,0.0
2024-06-20 17:33:29.410,-308.59375,-437.98828125,644.53125,780.76171875,0.0
